inventory_id,snapshot_date,product_id,opening_stock,units_received,units_sold,closing_stock,reserved_stock
5019,2025-08-23,P009,172,0,34,138,7
5020,2025-08-24,P009,138,0,35,103,2
5021,2025-08-25,P009,103,157,38,222,5
5022,2025-08-26,P009,222,0,36,186,14
5023,2025-08-27,P009,186,0,38,148,0
5024,2025-08-28,P009,148,0,41,107,11
5025,2025-08-29,P009,107,121,51,177,8
5026,2025-08-30,P009,177,0,28,149,14
5027,2025-08-31,P009,149,0,30,119,8
5028,2025-09-01,P009,119,112,37,194,15
5029,2025-09-02,P009,194,0,44,150,1
5030,2025-09-03,P009,150,0,38,112,13
5031,2025-09-04,P009,112,194,36,270,8
5032,2025-09-05,P009,270,0,42,228,1
5033,2025-09-06,P009,228,0,38,190,15
5034,2025-09-07,P009,190,0,35,155,2
5035,2025-09-08,P009,155,0,44,111,5
5036,2025-09-09,P009,111,139,52,198,9
5037,2025-09-10,P009,198,0,49,149,13
5038,2025-09-11,P009,149,0,36,113,3
5039,2025-09-12,P009,113,152,47,218,10
5040,2025-09-13,P009,218,0,34,184,5
5041,2025-09-14,P009,184,0,36,148,8
5042,2025-09-15,P009,148,0,31,117,0
5043,2025-09-16,P009,117,166,36,247,5
5044,2025-09-17,P009,247,0,36,211,1
5045,2025-09-18,P009,211,0,40,171,3
5046,2025-09-19,P009,171,0,44,127,11
5047,2025-09-20,P009,127,124,26,225,7
5048,2025-09-21,P009,225,0,33,192,0
5049,2025-09-22,P009,192,0,45,147,7
5050,2025-09-23,P009,147,134,39,242,3
5051,2025-09-24,P009,242,0,40,202,2
5052,2025-09-25,P009,202,0,40,162,13
5053,2025-09-26,P009,162,0,40,122,10
5054,2025-09-27,P009,122,125,34,213,11
5055,2025-09-28,P009,213,0,27,186,4
5056,2025-09-29,P009,186,0,32,154,4
5057,2025-09-30,P009,154,0,40,114,6
5058,2025-10-01,P009,114,117,35,196,13
5059,2025-10-02,P009,196,0,35,161,0
5060,2025-10-03,P009,161,0,33,128,15
5061,2025-10-04,P009,128,137,30,235,15
5062,2025-10-05,P009,235,0,43,192,12
5063,2025-10-06,P009,192,0,35,157,12
5064,2025-10-07,P009,157,0,32,125,14
5065,2025-10-08,P009,125,181,41,265,1
5066,2025-10-09,P009,265,0,37,228,12
5067,2025-10-10,P009,228,0,39,189,0
5068,2025-10-11,P009,189,0,38,151,13
5069,2025-10-12,P009,151,0,33,118,1
5070,2025-10-13,P009,118,0,46,72,1
5071,2025-10-14,P009,72,147,32,187,0
5072,2025-10-15,P009,187,0,41,146,11
5073,2025-10-16,P009,146,179,37,288,7
5074,2025-10-17,P009,288,0,31,257,5
5075,2025-10-18,P009,257,0,34,223,8
5076,2025-10-19,P009,223,0,34,189,0
5077,2025-10-20,P009,189,0,40,149,3
5078,2025-10-21,P009,149,145,43,251,1
5079,2025-10-22,P009,251,0,39,212,14
5080,2025-10-23,P009,212,0,46,166,0
5081,2025-10-24,P009,166,0,33,133,8
5082,2025-10-25,P009,133,176,32,277,6
5083,2025-10-26,P009,277,0,32,245,10
5084,2025-10-27,P009,245,0,31,214,7
5085,2025-10-28,P009,214,0,54,160,3
5086,2025-10-29,P009,160,0,47,113,14
5087,2025-10-30,P009,113,128,38,203,9
5088,2025-10-31,P009,203,0,40,163,13
5089,2025-11-01,P009,163,0,35,128,3
5090,2025-11-02,P009,128,195,39,284,11
5091,2025-11-03,P009,284,0,31,253,5
5092,2025-11-04,P009,253,0,33,220,4
5093,2025-11-05,P009,220,0,31,189,9
5094,2025-11-06,P009,189,0,47,142,2
5095,2025-11-07,P009,142,143,37,248,2
5096,2025-11-08,P009,248,0,30,218,9
5097,2025-11-09,P009,218,0,36,182,3
5098,2025-11-10,P009,182,0,31,151,4
5099,2025-11-11,P009,151,0,35,116,13
5100,2025-11-12,P009,116,182,36,262,4
5101,2025-11-13,P009,262,0,44,218,12
5102,2025-11-14,P009,218,0,40,178,11
5103,2025-11-15,P009,178,0,34,144,7
5104,2025-11-16,P009,144,191,43,292,5
5105,2025-11-17,P009,292,0,39,253,15
5106,2025-11-18,P009,253,0,40,213,7
5107,2025-11-19,P009,213,0,32,181,6
5108,2025-11-20,P009,181,0,39,142,13
5109,2025-11-21,P009,142,0,32,110,10
5110,2025-11-22,P009,110,162,33,239,8
5111,2025-11-23,P009,239,0,30,209,10
5112,2025-11-24,P009,209,0,63,146,12
5113,2025-11-25,P009,146,145,37,254,14
5114,2025-11-26,P009,254,0,32,222,1
5115,2025-11-27,P009,222,0,43,179,6
5116,2025-11-28,P009,179,0,49,130,2
5117,2025-11-29,P009,130,172,38,264,13
5118,2025-11-30,P009,264,0,32,232,10
5119,2025-12-01,P009,232,0,31,201,3
5120,2025-12-02,P009,201,0,39,162,5
5121,2025-12-03,P009,162,0,31,131,7
5122,2025-12-04,P009,131,142,37,236,8
5123,2025-12-05,P009,236,0,38,198,8
5124,2025-12-06,P009,198,0,32,166,6
5125,2025-12-07,P009,166,0,35,131,0
5126,2025-12-08,P009,131,198,32,297,9
5127,2025-12-09,P009,297,0,35,262,10
5128,2025-12-10,P009,262,0,39,223,14
5129,2025-12-11,P009,223,0,40,183,8
5130,2025-12-12,P009,183,0,38,145,8
5131,2025-12-13,P009,145,0,32,113,1
5132,2025-12-14,P009,113,131,38,206,7
5133,2025-12-15,P009,206,0,38,168,1
5134,2025-12-16,P009,168,0,48,120,15
5135,2025-12-17,P009,120,170,30,260,3
5136,2025-12-18,P009,260,0,45,215,9
5137,2025-12-19,P009,215,0,37,178,12
5138,2025-12-20,P009,178,0,35,143,10
5139,2025-12-21,P009,143,0,34,109,1
5140,2025-12-22,P009,109,196,46,259,4
5141,2025-12-23,P009,259,0,34,225,13
5142,2025-12-24,P009,225,0,43,182,0
5143,2025-12-25,P009,182,0,40,142,2
5144,2025-12-26,P009,142,0,36,106,7
5145,2025-12-27,P009,106,188,39,255,2
5146,2025-12-28,P009,255,0,33,222,1
5147,2025-12-29,P009,222,0,36,186,2
5148,2025-12-30,P009,186,0,49,137,3
5149,2025-12-31,P009,137,138,39,236,15
5150,2026-01-01,P009,236,0,34,202,1
5151,2026-01-02,P009,202,0,39,163,3
5152,2026-01-03,P009,163,0,26,137,3
5153,2026-01-04,P009,137,168,32,273,0
5154,2026-01-05,P009,273,0,32,241,8
5155,2026-01-06,P009,241,0,33,208,8
5156,2026-01-07,P009,208,0,34,174,8
5157,2026-01-08,P009,174,0,34,140,8
5158,2026-01-09,P009,140,139,44,235,4
5159,2026-01-10,P009,235,0,29,206,11
5160,2026-01-11,P009,206,0,24,182,12
5161,2026-01-12,P009,182,0,42,140,15
5162,2026-01-13,P009,140,0,25,115,4
5163,2026-01-14,P009,115,198,33,280,2
5164,2026-01-15,P009,280,0,31,249,10
5165,2026-01-16,P009,249,0,34,215,2
5166,2026-01-17,P009,215,0,32,183,2
5167,2026-01-18,P009,183,0,28,155,0
5168,2026-01-19,P009,155,0,40,115,8
5169,2026-01-20,P009,115,197,29,283,4
5170,2026-01-21,P009,283,0,29,254,12
5171,2026-01-22,P009,254,0,34,220,11
5172,2026-01-23,P009,220,0,29,191,4
5173,2026-01-24,P009,191,0,29,162,2
5174,2026-01-25,P009,162,0,24,138,13
5175,2026-01-26,P009,138,121,33,226,9
5176,2026-01-27,P009,226,0,39,187,13
5177,2026-01-28,P009,187,0,28,159,5
5178,2026-01-29,P009,159,0,27,132,0
5179,2026-01-30,P009,132,0,32,100,0
5180,2026-01-31,P009,100,175,29,246,15
5181,2026-02-01,P009,246,0,29,217,13
5182,2026-02-02,P009,217,0,31,186,9
5183,2026-02-03,P009,186,0,34,152,3
5184,2026-02-04,P009,152,0,33,119,9
5185,2026-02-05,P009,119,166,36,249,5
5186,2026-02-06,P009,249,0,25,224,5
5187,2026-02-07,P009,224,0,29,195,5
5188,2026-02-08,P009,195,0,31,164,11
5189,2026-02-09,P009,164,0,30,134,10
5190,2026-02-10,P009,134,0,39,95,13
5191,2026-02-11,P009,95,197,32,260,6
5192,2026-02-12,P009,260,0,33,227,2
5193,2026-02-13,P009,227,0,36,191,8
5194,2026-02-14,P009,191,0,28,163,7
5195,2026-02-15,P009,163,0,23,140,11
5196,2026-02-16,P009,140,0,30,110,9
5197,2026-02-17,P009,110,119,38,191,1
5198,2026-02-18,P009,191,0,34,157,15
5199,2026-02-19,P009,157,0,30,127,6
5200,2026-02-20,P009,127,163,36,254,2
5201,2026-02-21,P009,254,0,28,226,1
5202,2026-02-22,P009,226,0,29,197,7
5203,2026-02-23,P009,197,0,32,165,14
5204,2026-02-24,P009,165,0,34,131,15
5205,2026-02-25,P009,131,121,45,207,3
5206,2026-02-26,P009,207,0,38,169,0
5207,2026-02-27,P009,169,0,39,130,5
5208,2026-02-28,P009,130,150,33,247,6
5209,2026-03-01,P009,247,0,27,220,14
5210,2026-03-02,P009,220,0,60,160,10
5211,2026-03-03,P009,160,0,35,125,7
5212,2026-03-04,P009,125,179,31,273,10
5213,2026-03-05,P009,273,0,44,229,3
5214,2026-03-06,P009,229,0,38,191,11
5215,2026-03-07,P009,191,0,32,159,2
5216,2026-03-08,P009,159,0,34,125,9
5217,2026-03-09,P009,125,115,39,201,0
5218,2026-03-10,P009,201,0,30,171,15
5219,2026-03-11,P009,171,0,32,139,8
5220,2026-03-12,P009,139,0,29,110,13
5221,2026-03-13,P009,110,0,40,70,15
5222,2026-03-14,P009,70,185,32,223,14
5223,2026-03-15,P009,223,0,28,195,2
5224,2026-03-16,P009,195,0,33,162,3
5225,2026-03-17,P009,162,0,50,112,4
5226,2026-03-18,P009,112,116,33,195,14
5227,2026-03-19,P009,195,0,35,160,12
5228,2026-03-20,P009,160,0,36,124,1
5229,2026-03-21,P009,124,183,31,276,11
5230,2026-03-22,P009,276,0,35,241,10
5231,2026-03-23,P009,241,0,57,184,14
5232,2026-03-24,P009,184,0,37,147,1
5233,2026-03-25,P009,147,0,31,116,8
5234,2026-03-26,P009,116,138,32,222,14
5235,2026-03-27,P009,222,0,43,179,14
5236,2026-03-28,P009,179,0,38,141,13
5237,2026-03-29,P009,141,0,28,113,13
5238,2026-03-30,P009,113,141,41,213,4
5239,2026-03-31,P009,213,0,35,178,11
5240,2026-04-01,P009,178,0,40,138,8
5241,2026-04-02,P009,138,158,33,263,0
5242,2026-04-03,P009,263,0,30,233,15
5243,2026-04-04,P009,233,0,35,198,0
5244,2026-04-05,P009,198,0,31,167,5
5245,2026-04-06,P009,167,0,37,130,15
5246,2026-04-07,P009,130,173,35,268,4
5247,2026-04-08,P009,268,0,30,238,6
5248,2026-04-09,P009,238,0,27,211,0
5249,2026-04-10,P009,211,0,35,176,11
5250,2026-04-11,P009,176,0,32,144,14
5251,2026-04-12,P009,144,0,29,115,3
5252,2026-04-13,P009,115,0,34,81,3
5253,2026-04-14,P009,81,165,35,211,5
5254,2026-04-15,P009,211,0,30,181,12
5255,2026-04-16,P009,181,0,34,147,12
5256,2026-04-17,P009,147,0,32,115,5
5257,2026-04-18,P009,115,143,30,228,5
5258,2026-04-19,P009,228,0,31,197,1
5259,2026-04-20,P009,197,0,28,169,8
5260,2026-04-21,P009,169,0,43,126,5
5261,2026-04-22,P009,126,151,41,236,9
5262,2026-04-23,P009,236,0,30,206,9
5263,2026-04-24,P009,206,0,36,170,12
5264,2026-04-25,P009,170,0,35,135,0
5265,2026-04-26,P009,135,190,47,278,12
5266,2026-04-27,P009,278,0,34,244,10
5267,2026-04-28,P009,244,0,43,201,7
5268,2026-04-29,P009,201,0,32,169,4
5269,2026-04-30,P009,169,0,30,139,2
5270,2026-05-01,P009,139,195,39,295,7
5271,2026-05-02,P009,295,0,36,259,6
5272,2026-05-03,P009,259,0,39,220,1
5273,2026-05-04,P009,220,0,28,192,8
5274,2026-05-05,P009,192,0,36,156,9
5275,2026-05-06,P009,156,0,32,124,4
5276,2026-05-07,P009,124,187,45,266,10
5277,2026-05-08,P009,266,0,28,238,6
5278,2026-05-09,P009,238,0,26,212,9
5279,2026-05-10,P009,212,0,25,187,11
5280,2026-05-11,P009,187,0,34,153,13
5281,2026-05-12,P009,153,0,32,121,8
5282,2026-05-13,P009,121,0,38,83,0
5283,2026-05-14,P009,83,163,37,209,5
5284,2026-05-15,P009,209,0,34,175,8
5285,2026-05-16,P009,175,0,33,142,0
5286,2026-05-17,P009,142,0,30,112,9
5287,2026-05-18,P009,112,193,31,274,9
5288,2026-05-19,P009,274,0,36,238,3
5289,2026-05-20,P009,238,0,31,207,12
5290,2026-05-21,P009,207,0,40,167,6
5291,2026-05-22,P009,167,0,40,127,2
5292,2026-05-23,P009,127,194,33,288,12
5293,2026-05-24,P009,288,0,23,265,9
5294,2026-05-25,P009,265,0,32,233,3
5295,2026-05-26,P009,233,0,40,193,15
5296,2026-05-27,P009,193,0,35,158,1
5297,2026-05-28,P009,158,0,31,127,1
5298,2026-05-29,P009,127,138,40,225,14
5299,2026-05-30,P009,225,0,30,195,0
5300,2026-05-31,P009,195,0,29,166,8
5301,2026-06-01,P009,166,0,32,134,14
5302,2026-06-02,P009,134,126,32,228,3
5303,2026-06-03,P009,228,0,34,194,4
5304,2026-06-04,P009,194,0,41,153,1
5305,2026-06-05,P009,153,0,35,118,13
5306,2026-06-06,P009,118,196,32,282,12
5307,2026-06-07,P009,282,0,32,250,0
5308,2026-06-08,P009,250,0,33,217,11
5309,2026-06-09,P009,217,0,29,188,0
5310,2026-06-10,P009,188,0,30,158,10
5311,2026-06-11,P009,158,0,36,122,13
5312,2026-06-12,P009,122,110,42,190,4
5313,2026-06-13,P009,190,0,27,163,3
5314,2026-06-14,P009,163,0,28,135,15
5315,2026-06-15,P009,135,174,34,275,0
5316,2026-06-16,P009,275,0,31,244,14
5317,2026-06-17,P009,244,0,36,208,4
5318,2026-06-18,P009,208,0,31,177,8
5319,2026-06-19,P009,177,0,36,141,4
5320,2026-06-20,P009,141,0,33,108,15
5321,2026-06-21,P009,108,112,32,188,14
5322,2026-06-22,P009,188,0,30,158,14
5323,2026-06-23,P009,158,0,38,120,4
5324,2026-06-24,P009,120,186,41,265,13
5325,2026-06-25,P009,265,0,36,229,12
5326,2026-06-26,P009,229,0,36,193,14
5327,2026-06-27,P009,193,0,36,157,7
5328,2026-06-28,P009,157,0,31,126,8
5329,2026-06-29,P009,126,176,37,265,13
5330,2026-06-30,P009,265,0,28,237,1
5331,2026-07-01,P009,237,0,29,208,2
5332,2026-07-02,P009,208,0,36,172,10
5333,2026-07-03,P009,172,0,34,138,1
5334,2026-07-04,P009,138,157,34,261,10
5335,2026-07-05,P009,261,0,30,231,8
5336,2026-07-06,P009,231,0,35,196,2
5337,2026-07-07,P009,196,0,34,162,9
5338,2026-07-08,P009,162,0,29,133,12
5339,2026-07-09,P009,133,165,39,259,15
5340,2026-07-10,P009,259,0,38,221,5
5341,2026-07-11,P009,221,0,24,197,3
5342,2026-07-12,P009,197,0,29,168,4
5343,2026-07-13,P009,168,0,26,142,14
5344,2026-07-14,P009,142,0,31,111,2
5345,2026-07-15,P009,111,150,32,229,4
5346,2026-07-16,P009,229,0,37,192,12
5347,2026-07-17,P009,192,0,40,152,2
5348,2026-07-18,P009,152,0,24,128,15
5349,2026-07-19,P009,128,163,24,267,15
5350,2026-07-20,P009,267,0,33,234,1
5351,2026-07-21,P009,234,0,40,194,13
5352,2026-07-22,P009,194,0,32,162,7
5353,2026-07-23,P009,162,0,37,125,15
5354,2026-07-24,P009,125,113,37,201,2
5355,2026-07-25,P009,201,0,28,173,13
5356,2026-07-26,P009,173,0,34,139,8
5357,2026-07-27,P009,139,0,25,114,10
5358,2026-07-28,P009,114,0,32,82,14
5359,2026-07-29,P009,82,138,25,195,4
5360,2026-07-30,P009,195,0,34,161,10
5361,2026-07-31,P009,161,0,32,129,2
5362,2026-08-01,P009,129,162,37,254,6
5363,2026-08-02,P009,254,0,36,218,8
5364,2026-08-03,P009,218,0,38,180,2
5365,2026-08-04,P009,180,0,51,129,7
5366,2026-08-05,P009,129,114,37,206,9
5367,2026-08-06,P009,206,0,45,161,7
5368,2026-08-07,P009,161,0,40,121,12
5369,2026-08-08,P009,121,0,34,87,11
5370,2026-08-09,P009,87,160,46,201,3
5371,2026-08-10,P009,201,0,38,163,10
5372,2026-08-11,P009,163,0,33,130,7
5373,2026-08-12,P009,130,0,34,96,7
5374,2026-08-13,P009,96,181,37,240,2
5375,2026-08-14,P009,240,0,47,193,15
5376,2026-08-15,P009,193,0,41,152,12
5377,2026-08-16,P009,152,146,45,253,0
5378,2026-08-17,P009,253,0,30,223,8
5379,2026-08-18,P009,223,0,43,180,13
5380,2026-08-19,P009,180,0,42,138,12
5381,2026-08-20,P009,138,118,39,217,1
5382,2026-08-21,P009,217,0,34,183,13
5383,2025-01-01,P010,183,245,35,393,2
5384,2025-01-02,P010,393,0,47,346,12
5385,2025-01-03,P010,346,0,43,303,2
5386,2025-01-04,P010,303,0,35,268,6
5387,2025-01-05,P010,268,0,40,228,4
5388,2025-01-06,P010,228,0,32,196,13
5389,2025-01-07,P010,196,0,33,163,10
5390,2025-01-08,P010,163,204,29,338,12
5391,2025-01-09,P010,338,0,36,302,3
5392,2025-01-10,P010,302,0,40,262,9
5393,2025-01-11,P010,262,0,35,227,11
5394,2025-01-12,P010,227,0,35,192,0
5395,2025-01-13,P010,192,0,33,159,2
5396,2025-01-14,P010,159,221,43,337,15
5397,2025-01-15,P010,337,0,40,297,11
5398,2025-01-16,P010,297,0,43,254,1
5399,2025-01-17,P010,254,0,30,224,7
5400,2025-01-18,P010,224,0,36,188,14
5401,2025-01-19,P010,188,0,30,158,9
5402,2025-01-20,P010,158,175,37,296,12
5403,2025-01-21,P010,296,0,42,254,2
5404,2025-01-22,P010,254,0,40,214,5
5405,2025-01-23,P010,214,0,35,179,10
5406,2025-01-24,P010,179,171,39,311,12
5407,2025-01-25,P010,311,0,28,283,3
5408,2025-01-26,P010,283,0,39,244,2
5409,2025-01-27,P010,244,0,38,206,4
5410,2025-01-28,P010,206,0,45,161,9
5411,2025-01-29,P010,161,254,37,378,5
5412,2025-01-30,P010,378,0,37,341,2
5413,2025-01-31,P010,341,0,36,305,4
5414,2025-02-01,P010,305,0,38,267,2
5415,2025-02-02,P010,267,0,32,235,7
5416,2025-02-03,P010,235,0,43,192,6
5417,2025-02-04,P010,192,176,50,318,0
5418,2025-02-05,P010,318,0,30,288,1
5419,2025-02-06,P010,288,0,37,251,12
5420,2025-02-07,P010,251,0,34,217,1
5421,2025-02-08,P010,217,0,35,182,7
5422,2025-02-09,P010,182,0,30,152,5
5423,2025-02-10,P010,152,252,44,360,14
5424,2025-02-11,P010,360,0,39,321,11
5425,2025-02-12,P010,321,0,39,282,14
5426,2025-02-13,P010,282,0,43,239,7
5427,2025-02-14,P010,239,0,44,195,14
5428,2025-02-15,P010,195,0,35,160,14
5429,2025-02-16,P010,160,244,32,372,9
5430,2025-02-17,P010,372,0,31,341,3
5431,2025-02-18,P010,341,0,36,305,0
5432,2025-02-19,P010,305,0,37,268,9
5433,2025-02-20,P010,268,0,47,221,11
5434,2025-02-21,P010,221,0,38,183,4
5435,2025-02-22,P010,183,166,38,311,10
5436,2025-02-23,P010,311,0,32,279,8
5437,2025-02-24,P010,279,0,40,239,0
5438,2025-02-25,P010,239,0,45,194,6
5439,2025-02-26,P010,194,0,42,152,15
5440,2025-02-27,P010,152,224,39,337,9
5441,2025-02-28,P010,337,0,39,298,2
5442,2025-03-01,P010,298,0,41,257,6
5443,2025-03-02,P010,257,0,33,224,7
5444,2025-03-03,P010,224,0,42,182,0
5445,2025-03-04,P010,182,0,46,136,8
5446,2025-03-05,P010,136,196,41,291,4
5447,2025-03-06,P010,291,0,35,256,4
5448,2025-03-07,P010,256,0,51,205,11
5449,2025-03-08,P010,205,0,39,166,10
5450,2025-03-09,P010,166,260,31,395,8
5451,2025-03-10,P010,395,0,39,356,4
5452,2025-03-11,P010,356,0,42,314,5
5453,2025-03-12,P010,314,0,51,263,10
5454,2025-03-13,P010,263,0,36,227,2
5455,2025-03-14,P010,227,0,46,181,8
5456,2025-03-15,P010,181,180,43,318,12
5457,2025-03-16,P010,318,0,34,284,6
5458,2025-03-17,P010,284,0,40,244,4
5459,2025-03-18,P010,244,0,36,208,11
5460,2025-03-19,P010,208,0,41,167,10
5461,2025-03-20,P010,167,205,42,330,3
5462,2025-03-21,P010,330,0,45,285,7
5463,2025-03-22,P010,285,0,42,243,6
5464,2025-03-23,P010,243,0,33,210,6
5465,2025-03-24,P010,210,0,32,178,6
5466,2025-03-25,P010,178,204,42,340,3
5467,2025-03-26,P010,340,0,51,289,7
5468,2025-03-27,P010,289,0,43,246,3
5469,2025-03-28,P010,246,0,49,197,2
5470,2025-03-29,P010,197,0,38,159,3
5471,2025-03-30,P010,159,239,55,343,7
5472,2025-03-31,P010,343,0,43,300,15
5473,2025-04-01,P010,300,0,40,260,4
5474,2025-04-02,P010,260,0,39,221,6
5475,2025-04-03,P010,221,0,50,171,13
5476,2025-04-04,P010,171,238,51,358,1
5477,2025-04-05,P010,358,0,37,321,5
5478,2025-04-06,P010,321,0,37,284,3
5479,2025-04-07,P010,284,0,39,245,6
5480,2025-04-08,P010,245,0,47,198,11
5481,2025-04-09,P010,198,172,52,318,4
5482,2025-04-10,P010,318,0,45,273,2
5483,2025-04-11,P010,273,0,43,230,3
5484,2025-04-12,P010,230,0,48,182,2
5485,2025-04-13,P010,182,0,26,156,3
5486,2025-04-14,P010,156,153,57,252,6
5487,2025-04-15,P010,252,0,42,210,1
5488,2025-04-16,P010,210,0,44,166,15
5489,2025-04-17,P010,166,177,39,304,7
5490,2025-04-18,P010,304,0,40,264,6
5491,2025-04-19,P010,264,0,35,229,1
5492,2025-04-20,P010,229,0,42,187,2
5493,2025-04-21,P010,187,253,39,401,2
5494,2025-04-22,P010,401,0,52,349,13
5495,2025-04-23,P010,349,0,45,304,0
5496,2025-04-24,P010,304,0,36,268,5
5497,2025-04-25,P010,268,0,42,226,0
5498,2025-04-26,P010,226,0,46,180,4
5499,2025-04-27,P010,180,0,28,152,13
5500,2025-04-28,P010,152,234,51,335,3
5501,2025-04-29,P010,335,0,46,289,3
5502,2025-04-30,P010,289,0,45,244,8
5503,2025-05-01,P010,244,0,41,203,7
5504,2025-05-02,P010,203,0,34,169,6
5505,2025-05-03,P010,169,268,33,404,13
5506,2025-05-04,P010,404,0,40,364,5
5507,2025-05-05,P010,364,0,35,329,7
5508,2025-05-06,P010,329,0,28,301,11
5509,2025-05-07,P010,301,0,46,255,0
5510,2025-05-08,P010,255,0,39,216,11
5511,2025-05-09,P010,216,0,42,174,14
5512,2025-05-10,P010,174,254,38,390,13
5513,2025-05-11,P010,390,0,39,351,1
5514,2025-05-12,P010,351,0,42,309,14
5515,2025-05-13,P010,309,0,46,263,13
5516,2025-05-14,P010,263,0,34,229,15
5517,2025-05-15,P010,229,0,43,186,1
5518,2025-05-16,P010,186,186,47,325,13
5519,2025-05-17,P010,325,0,30,295,8
5520,2025-05-18,P010,295,0,38,257,8
5521,2025-05-19,P010,257,0,36,221,5
5522,2025-05-20,P010,221,0,37,184,6
5523,2025-05-21,P010,184,269,43,410,12
5524,2025-05-22,P010,410,0,38,372,8
5525,2025-05-23,P010,372,0,36,336,8
5526,2025-05-24,P010,336,0,33,303,0
5527,2025-05-25,P010,303,0,40,263,5
5528,2025-05-26,P010,263,0,41,222,15
5529,2025-05-27,P010,222,0,39,183,0
5530,2025-05-28,P010,183,0,41,142,1
5531,2025-05-29,P010,142,266,47,361,11
5532,2025-05-30,P010,361,0,36,325,8
5533,2025-05-31,P010,325,0,41,284,4
5534,2025-06-01,P010,284,0,36,248,4
5535,2025-06-02,P010,248,0,40,208,8
5536,2025-06-03,P010,208,0,52,156,1
5537,2025-06-04,P010,156,209,35,330,12
5538,2025-06-05,P010,330,0,39,291,6
5539,2025-06-06,P010,291,0,34,257,12
5540,2025-06-07,P010,257,0,40,217,6
5541,2025-06-08,P010,217,0,43,174,3
5542,2025-06-09,P010,174,229,49,354,12
5543,2025-06-10,P010,354,0,46,308,11
5544,2025-06-11,P010,308,0,41,267,12
5545,2025-06-12,P010,267,0,38,229,13
5546,2025-06-13,P010,229,0,33,196,3
5547,2025-06-14,P010,196,0,43,153,8
5548,2025-06-15,P010,153,181,37,297,8
5549,2025-06-16,P010,297,0,42,255,8
5550,2025-06-17,P010,255,0,48,207,10
5551,2025-06-18,P010,207,0,37,170,8
5552,2025-06-19,P010,170,203,43,330,14
5553,2025-06-20,P010,330,0,39,291,6
5554,2025-06-21,P010,291,0,40,251,5
5555,2025-06-22,P010,251,0,36,215,13
5556,2025-06-23,P010,215,0,35,180,6
5557,2025-06-24,P010,180,194,51,323,14
5558,2025-06-25,P010,323,0,45,278,1
5559,2025-06-26,P010,278,0,42,236,2
5560,2025-06-27,P010,236,0,57,179,2
5561,2025-06-28,P010,179,0,31,148,11
5562,2025-06-29,P010,148,0,36,112,12
5563,2025-06-30,P010,112,161,39,234,9
5564,2025-07-01,P010,234,0,44,190,9
5565,2025-07-02,P010,190,199,48,341,11
5566,2025-07-03,P010,341,0,44,297,8
5567,2025-07-04,P010,297,0,46,251,1
5568,2025-07-05,P010,251,0,38,213,11
5569,2025-07-06,P010,213,0,37,176,15
5570,2025-07-07,P010,176,211,36,351,1
5571,2025-07-08,P010,351,0,40,311,12
5572,2025-07-09,P010,311,0,39,272,3
5573,2025-07-10,P010,272,0,39,233,3
5574,2025-07-11,P010,233,0,40,193,8
5575,2025-07-12,P010,193,0,37,156,0
5576,2025-07-13,P010,156,0,28,128,5
5577,2025-07-14,P010,128,255,37,346,10
5578,2025-07-15,P010,346,0,41,305,13
5579,2025-07-16,P010,305,0,34,271,0
5580,2025-07-17,P010,271,0,40,231,12
5581,2025-07-18,P010,231,0,50,181,11
5582,2025-07-19,P010,181,259,40,400,11
5583,2025-07-20,P010,400,0,45,355,5
5584,2025-07-21,P010,355,0,44,311,5
5585,2025-07-22,P010,311,0,46,265,11
5586,2025-07-23,P010,265,0,39,226,0
5587,2025-07-24,P010,226,0,38,188,9
5588,2025-07-25,P010,188,0,27,161,9
5589,2025-07-26,P010,161,152,42,271,8
5590,2025-07-27,P010,271,0,58,213,9
5591,2025-07-28,P010,213,0,40,173,12
5592,2025-07-29,P010,173,158,41,290,3
5593,2025-07-30,P010,290,0,38,252,15
5594,2025-07-31,P010,252,0,42,210,9
5595,2025-08-01,P010,210,0,57,153,10
5596,2025-08-02,P010,153,190,34,309,14
5597,2025-08-03,P010,309,0,45,264,12
5598,2025-08-04,P010,264,0,46,218,4
5599,2025-08-05,P010,218,0,52,166,13
5600,2025-08-06,P010,166,251,53,364,13
5601,2025-08-07,P010,364,0,49,315,0
5602,2025-08-08,P010,315,0,49,266,1
5603,2025-08-09,P010,266,0,42,224,15
5604,2025-08-10,P010,224,0,49,175,7
5605,2025-08-11,P010,175,156,53,278,7
5606,2025-08-12,P010,278,0,52,226,13
5607,2025-08-13,P010,226,0,40,186,11
5608,2025-08-14,P010,186,0,47,139,1
5609,2025-08-15,P010,139,185,53,271,13
5610,2025-08-16,P010,271,0,43,228,14
5611,2025-08-17,P010,228,0,52,176,8
5612,2025-08-18,P010,176,188,60,304,0
5613,2025-08-19,P010,304,0,55,249,14
5614,2025-08-20,P010,249,0,51,198,1
5615,2025-08-21,P010,198,0,45,153,10
5616,2025-08-22,P010,153,251,35,369,0
5617,2025-08-23,P010,369,0,44,325,3
5618,2025-08-24,P010,325,0,41,284,6
5619,2025-08-25,P010,284,0,65,219,6
5620,2025-08-26,P010,219,0,58,161,6
5621,2025-08-27,P010,161,270,49,382,9
5622,2025-08-28,P010,382,0,38,344,7
5623,2025-08-29,P010,344,0,43,301,2
5624,2025-08-30,P010,301,0,48,253,15
